,mapping,trans_mapping,hs,hk,smap,smap_inf
420,[0 3 4 5 7],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']",2.853002,2.761224,0.610653,2.726101
421,[0 1 2 5 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NVDA.csv']",3.255618,3.045610,0.580862,3.128717
422,[0 1 3 4 6],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv']",2.782000,2.679800,0.505893,2.655099
423,[1 2 3 6 7],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv']",3.226353,2.940455,0.541376,3.099453
424,[0 3 6 7 9],"['AAPL.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.288175,3.061240,0.589032,3.161274
425,[1 2 3 4 8],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv']",2.827485,2.710397,0.553846,2.700584
426,[2 4 5 8 9],"['ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.311144,3.148633,0.608737,3.184243
427,[0 1 4 5 7],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']",3.221661,2.979349,0.564277,3.094760
428,[0 5 7 8 9],"['AAPL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.332630,3.100042,0.655852,3.205729
429,[3 5 6 7 8],"['GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.293581,2.974522,0.573809,3.166680
430,[0 1 3 5 6],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv']",3.198358,2.950488,0.532858,3.071458
431,[0 2 5 7 8],"['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.298278,3.168860,0.614727,3.171377
432,[0 1 2 3 7],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv']",3.233873,3.026925,0.569658,3.106973
433,[2 4 5 6 9],"['ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.329034,3.093591,0.596021,3.202134
434,[0 2 5 8 9],"['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.320735,3.223464,0.629959,3.193834
435,[0 2 3 8 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'NVDA.csv', 'TSLA.csv']",3.279831,3.044857,0.599076,3.152930
436,[0 1 2 6 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv', 'TSLA.csv']",3.284326,3.171032,0.583164,3.157426
437,[0 2 4 6 7],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv']",3.261939,2.981147,0.566258,3.135039
438,[1 3 4 6 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']",2.838085,2.688287,0.566892,2.711185
439,[2 3 4 5 7],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']",2.893612,2.822477,0.609978,2.766711
440,[0 4 5 6 7],"['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.266252,3.162532,0.562026,3.139352
441,[0 1 3 7 8],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv']",3.223751,2.975743,0.550972,3.096850
442,[1 3 7 8 9],"['ADBE.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.261159,3.147544,0.615402,3.134258
443,[0 1 3 4 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'TSLA.csv']",2.842290,2.784607,0.593459,2.715390
444,[0 5 6 7 8],"['AAPL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.314920,3.094986,0.587322,3.188019
445,[0 1 4 5 9],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']",3.258964,2.982669,0.594055,3.132063
446,[0 1 2 4 7],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv']",3.230575,3.007525,0.582717,3.103674
447,[1 3 5 6 7],"['ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.223410,2.921939,0.553860,3.096510
448,[0 2 5 6 8],"['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.288298,3.001792,0.569123,3.161397
449,[2 3 4 7 8],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv']",2.860155,2.816863,0.586583,2.733255
450,[1 2 3 5 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'TSLA.csv']",3.287191,3.080977,0.619985,3.160291
451,[0 2 6 8 9],"['AAPL.csv', 'ADI.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.306813,3.099687,0.589890,3.179912
452,[0 1 6 8 9],"['AAPL.csv', 'ADBE.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.280602,3.122120,0.557160,3.153701
453,[4 6 7 8 9],"['GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.307307,3.079397,0.596312,3.180406
454,[2 4 6 7 9],"['ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.319651,3.195271,0.607796,3.192750
455,[2 3 4 5 9],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']",2.918836,2.667092,0.634194,2.791936
456,[0 1 3 4 8],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv']",2.820984,2.610432,0.533123,2.694083
457,[0 1 3 6 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'TSLA.csv']",3.232524,3.016727,0.544551,3.105623
458,[1 2 4 6 9],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']",3.259519,3.084028,0.577527,3.132619
459,[0 2 4 5 8],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']",3.264273,3.039999,0.572350,3.137372
460,[1 3 4 5 6],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv']",2.807262,2.740098,0.540348,2.680361
461,[2 3 5 6 7],"['ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.304478,3.086608,0.580077,3.177578
462,[0 2 3 7 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv']",3.251515,2.874535,0.573663,3.124615
463,[2 3 5 7 9],"['ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.331535,3.066376,0.642467,3.204635
464,[3 5 6 8 9],"['GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.318719,3.119870,0.578508,3.191818
465,[3 4 6 8 9],"['GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",2.897613,2.772703,0.569064,2.770712
466,[1 2 5 8 9],"['ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.293299,3.033261,0.612345,3.166399
467,[0 2 3 4 6],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv']",2.847853,2.781063,0.542377,2.720953
468,[3 6 7 8 9],"['GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.308603,3.098374,0.590448,3.181702
469,[0 1 3 6 8],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv']",3.196152,2.954967,0.485456,3.069252
470,[0 3 4 6 8],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']",2.842484,2.719953,0.515027,2.715583
471,[0 2 4 6 9],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']",3.295674,3.194774,0.585929,3.168773
472,[1 2 3 5 7],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv']",3.257159,2.988460,0.580692,3.130259
473,[0 1 4 6 9],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']",3.229319,3.058219,0.550056,3.102418
474,[3 4 5 6 8],"['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",2.874849,2.745154,0.546808,2.747949
475,[0 1 2 3 4],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv']",2.826133,2.720410,0.564235,2.699233
476,[0 1 2 3 6],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv']",3.201281,3.116757,0.523091,3.074381
477,[0 3 5 7 9],"['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.291040,3.162465,0.653455,3.164139
478,[0 2 3 5 6],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv']",3.272419,3.166765,0.546872,3.145518
479,[0 3 6 8 9],"['AAPL.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.288571,3.046153,0.552274,3.161671
480,[1 3 5 8 9],"['ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.277929,2.983825,0.601069,3.151028
481,[0 1 2 3 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'TSLA.csv']",3.270296,3.065728,0.602754,3.143396
482,[3 4 6 7 8],"['GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",2.869948,2.752253,0.551357,2.743047
483,[0 3 4 7 9],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'TSLA.csv']",2.862123,2.799129,0.641919,2.735222
484,[1 2 6 7 9],"['ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.296926,3.076138,0.608596,3.170026
485,[3 4 7 8 9],"['GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",2.886966,2.762038,0.628516,2.760066
486,[5 6 7 8 9],"['IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.360825,3.173321,0.630559,3.233924
487,[1 3 5 6 8],"['ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.220496,2.943521,0.539275,3.093595
488,[0 1 3 4 7],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv']",2.804654,2.650195,0.559559,2.677754
489,[3 4 5 7 9],"['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",2.891550,2.830091,0.651265,2.764649
490,[2 3 6 7 8],"['ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.267471,2.986304,0.541646,3.140571
491,[0 6 7 8 9],"['AAPL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.330250,3.060034,0.615105,3.203349
492,[0 2 3 5 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'TSLA.csv']",3.317924,3.161131,0.627812,3.191023
493,[0 1 4 7 9],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'NFLX.csv', 'TSLA.csv']",3.242779,2.871529,0.602853,3.115879
494,[0 4 5 7 8],"['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.274332,3.055702,0.585909,3.147431
495,[1 4 5 6 8],"['ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.222361,2.921756,0.520346,3.095460
496,[0 2 6 7 8],"['AAPL.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.285939,2.811462,0.575590,3.159038
497,[1 3 4 6 8],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']",2.811000,2.643531,0.507118,2.684099
498,[0 2 3 4 5],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv']",2.871623,2.820759,0.593182,2.744722
499,[0 2 3 6 7],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv']",3.265611,3.039565,0.550339,3.138710
500,[0 1 3 4 5],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv']",2.814566,2.764627,0.551063,2.687666
501,[0 4 5 7 9],"['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.292929,3.080985,0.640942,3.166029
502,[2 4 6 8 9],"['ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.291692,3.010777,0.572951,3.164792
503,[3 5 7 8 9],"['GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.313249,3.167421,0.642228,3.186348
504,[0 1 4 6 7],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv']",3.190863,2.957506,0.525204,3.063962
505,[2 3 5 6 8],"['ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.271836,3.092225,0.528595,3.144936
506,[1 4 6 8 9],"['ADBE.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.251578,3.136647,0.543917,3.124677
507,[1 2 4 5 7],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']",3.256780,3.057010,0.584251,3.129880
508,[0 2 3 5 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NVDA.csv']",3.263338,3.028201,0.564236,3.136438
509,[1 2 3 7 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv', 'TSLA.csv']",3.277327,2.994831,0.611284,3.150427
510,[1 5 6 7 8],"['ADBE.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.267774,3.043562,0.578360,3.140874
511,[2 5 6 7 9],"['ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.370635,3.168647,0.634878,3.243734
512,[1 2 3 4 6],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv']",2.816498,2.709199,0.535288,2.689597
513,[1 3 6 7 9],"['ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.245676,3.070654,0.574658,3.118775
514,[0 2 3 4 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv']",2.839688,2.660817,0.560944,2.712787
515,[1 4 7 8 9],"['ADBE.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.260695,3.163792,0.611912,3.133794
516,[0 2 3 4 7],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv']",2.859177,2.755956,0.602864,2.732276
517,[0 2 4 5 9],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']",3.318259,3.044524,0.629612,3.191358
518,[1 2 4 5 8],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']",3.241469,3.005424,0.563283,3.114569
519,[1 3 5 7 8],"['ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.246821,3.104455,0.581263,3.119921
520,[1 2 3 7 8],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv']",3.231942,3.015634,0.570536,3.105041
521,[1 2 4 5 6],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv']",3.227316,3.009849,0.551621,3.100416
522,[0 1 2 4 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'TSLA.csv']",3.266572,3.118143,0.609145,3.139671
523,[1 3 4 8 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv', 'TSLA.csv']",2.865758,2.801942,0.589794,2.738857
524,[1 2 3 6 8],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv']",3.205279,3.064023,0.507460,3.078378
525,[1 2 4 7 9],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv', 'TSLA.csv']",3.276498,3.110352,0.622427,3.149597
526,[2 4 5 7 8],"['ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.289215,2.977579,0.594815,3.162315
527,[1 4 6 7 9],"['ADBE.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.243781,3.082396,0.580450,3.116880
528,[0 1 2 6 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NVDA.csv']",3.226153,3.007995,0.535638,3.099253
529,[2 3 4 5 6],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv']",2.882727,2.705990,0.562292,2.755827
530,[2 3 4 7 9],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'TSLA.csv']",2.902854,2.762164,0.639295,2.775953
531,[0 3 4 5 9],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']",2.883185,2.824923,0.629605,2.756284
532,[4 5 6 7 8],"['GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.292483,2.954423,0.565594,3.165583
533,[0 3 4 5 6],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv']",2.850607,2.733221,0.550322,2.723706
534,[1 2 5 6 9],"['ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.300216,3.154003,0.607294,3.173316
535,[0 3 4 6 9],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']",2.873809,2.798035,0.583846,2.746908
536,[1 5 6 8 9],"['ADBE.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.295912,3.074262,0.590997,3.169011
537,[0 1 2 4 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NVDA.csv']",3.213800,2.880823,0.562066,3.086900
538,[0 2 4 8 9],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'NVDA.csv', 'TSLA.csv']",3.278854,2.848208,0.614057,3.151954
539,[1 2 4 5 9],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']",3.288065,3.065315,0.615448,3.161165
540,[1 2 4 6 7],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv']",3.222507,2.966989,0.559743,3.095607
541,[2 5 6 7 8],"['ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.318006,3.010704,0.591954,3.191106
542,[0 2 5 6 7],"['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.323271,3.059413,0.605444,3.196371
543,[0 2 3 7 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv', 'TSLA.csv']",3.301272,3.022844,0.639148,3.174372
544,[2 3 7 8 9],"['ADI.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.293207,3.116800,0.629258,3.166306
545,[2 4 6 7 8],"['ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.267582,2.829259,0.557770,3.140681
546,[0 4 6 8 9],"['AAPL.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.285757,2.886611,0.569582,3.158857
547,[2 3 4 6 9],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']",2.909414,2.830712,0.584401,2.782514
548,[0 2 3 6 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'TSLA.csv']",3.299720,3.166974,0.569060,3.172820
549,[0 1 5 7 9],"['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.293094,3.116768,0.627721,3.166194
550,[0 1 2 3 5],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv']",3.239766,3.101883,0.570569,3.112866
551,[3 4 5 8 9],"['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",2.904071,2.838894,0.617015,2.777170
552,[1 5 6 7 9],"['ADBE.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.298455,3.089597,0.610880,3.171554
553,[4 5 6 7 9],"['GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.320835,3.097816,0.610539,3.193934
554,[2 3 5 7 8],"['ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.286695,3.041351,0.594890,3.159795
555,[2 6 7 8 9],"['ADI.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.329150,3.145878,0.609164,3.202249
556,[3 4 5 6 9],"['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",2.904728,2.712250,0.596698,2.777827
557,[0 1 2 6 7],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv']",3.247785,3.011181,0.564862,3.120884
558,[1 2 3 4 5],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv']",2.846492,2.730814,0.579342,2.719591
559,[1 2 5 7 9],"['ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.312440,3.099080,0.637069,3.185539
560,[0 2 6 7 9],"['AAPL.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.341289,3.103344,0.622502,3.214388
561,[1 3 6 8 9],"['ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.251935,3.056157,0.552911,3.125034
562,[0 1 2 7 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'NFLX.csv', 'NVDA.csv']",3.250842,3.093800,0.604797,3.123941
563,[2 3 4 8 9],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv', 'TSLA.csv']",2.886326,2.760134,0.604079,2.759426
564,[0 1 4 5 6],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv']",3.196345,2.991627,0.529855,3.069445
565,[0 2 4 7 8],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv']",3.251599,3.031637,0.590120,3.124698
566,[1 2 4 6 8],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']",3.205742,3.010557,0.517235,3.078841
567,[3 5 6 7 9],"['GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.321853,3.029929,0.610094,3.194953
568,[2 3 6 7 9],"['ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.322831,3.119933,0.592880,3.195930
569,[0 1 3 8 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'NVDA.csv', 'TSLA.csv']",3.261222,2.978908,0.570912,3.134321
570,[1 3 5 7 9],"['ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.260991,3.135592,0.620527,3.134090
571,[1 2 3 5 8],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NVDA.csv']",3.240324,3.077633,0.557035,3.113424
572,[1 3 4 5 8],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']",2.842597,2.727951,0.562945,2.715696
573,[2 3 4 5 8],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']",2.871991,2.793375,0.574413,2.745090
574,[2 3 4 6 7],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv']",2.877334,2.821453,0.565611,2.750433
575,[0 3 6 7 8],"['AAPL.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.258405,2.918976,0.522413,3.131504
576,[3 4 6 7 9],"['GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",2.892403,2.817257,0.607544,2.765503
577,[1 4 5 6 9],"['ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.253575,3.069014,0.573401,3.126674
578,[1 6 7 8 9],"['ADBE.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.291497,3.014214,0.595538,3.164597
579,[1 2 3 4 7],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv']",2.837700,2.799434,0.575771,2.710800
580,[2 5 7 8 9],"['ADI.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.330881,3.149662,0.641111,3.203980
581,[1 4 5 6 7],"['ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.221022,3.048108,0.552948,3.094122
582,[1 3 4 5 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']",2.856817,2.781671,0.610700,2.729916
583,[1 5 7 8 9],"['ADBE.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.302607,3.068326,0.634701,3.175706
584,[0 1 2 7 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'NFLX.csv', 'TSLA.csv']",3.299236,3.050037,0.638567,3.172335
585,[1 4 5 8 9],"['ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.280585,2.989195,0.592243,3.153684
