N	mapping	trans_mapping	hs	hk	smap	smap_inf
7	[ 0  1  2  5  8 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.435716	3.348459	0.390149	3.518977
7	[ 0  1  2  5  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.477607	3.331993	0.407530	3.560868
7	[0 1 2 6 7 8 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	4.493016	3.404081	0.413779	3.576277
7	[ 0  1  2  6  7  8 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.421428	3.303158	0.385682	3.504689
7	[ 0  1  2  6  7  8 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	4.485996	3.318412	0.398154	3.569257
7	[ 0  1  2  6  7  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	4.462807	3.331725	0.404408	3.546068
7	[ 0  1  2  6  7  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	4.524170	3.413161	0.423653	3.607431
7	[ 0  1  2  6  7 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	4.452316	3.371825	0.393429	3.535577
7	[ 0  1  2  6  8  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.494153	3.357639	0.429444	3.577414
7	[ 0  1  2  6  8  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	4.549430	3.314120	0.445852	3.632691
7	[ 0  1  2  6  8 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.485760	3.303757	0.415675	3.569022
7	[ 0  1  2  6  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.525996	3.380446	0.444103	3.609258
7	[ 0  1  2  7  8  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.461823	3.412281	0.400481	3.545085
7	[ 0  1  2  7  8  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	4.515740	3.408942	0.416313	3.599001
7	[ 0  1  2  7  8 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.449435	3.388785	0.381319	3.532696
7	[ 0  1  2  7  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.487678	3.305520	0.406265	3.570940
7	[ 0  1  2  8  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.511488	3.384043	0.439787	3.594749
7	[0 1 3 4 5 6 7]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv']	4.014455	3.392806	0.392046	3.097716
7	[0 1 3 4 5 6 8]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']	4.057804	3.363361	0.397030	3.141066
7	[0 1 3 4 5 6 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv']	4.106722	3.430640	0.419112	3.189983
7	[ 0  1  3  4  5  6 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']	4.059686	3.333508	0.379750	3.142947
7	[ 0  1  3  4  5  6 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']	4.095337	3.358835	0.418441	3.178598
7	[0 1 3 4 5 7 8]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv']	4.017551	3.295245	0.390770	3.100812
7	[0 1 3 4 5 7 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv']	4.061516	3.292588	0.415570	3.144778
7	[ 0  1  3  4  5  7 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']	4.013050	3.256946	0.366041	3.096311
7	[ 0  1  3  4  5  7 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']	4.054738	3.308694	0.414119	3.137999
7	[0 1 3 4 5 8 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv']	4.099931	3.368379	0.414044	3.183192
7	[ 0  1  3  4  5  8 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv']	4.051294	3.297558	0.384667	3.134555
7	[ 0  1  3  4  5  8 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'TSLA.csv']	4.083081	3.370862	0.423447	3.166342
7	[ 0  1  3  4  5  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'NTES.csv', 'NVDA.csv']	4.103875	3.410376	0.399574	3.187136
7	[ 0  1  3  4  5  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'NTES.csv', 'TSLA.csv']	4.135667	3.383179	0.440493	3.218928
7	[ 0  1  3  4  5 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv', 'TSLA.csv']	4.094933	3.409177	0.396176	3.178194
7	[0 1 3 4 6 7 8]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']	4.420801	3.291885	0.360647	3.504062
7	[0 1 3 4 6 7 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv']	4.463288	3.320372	0.389032	3.546549
7	[ 0  1  3  4  6  7 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']	4.406183	3.276179	0.347976	3.489444
7	[ 0  1  3  4  6  7 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']	4.456296	3.299507	0.385689	3.539558
7	[0 1 3 4 6 8 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv']	4.508447	3.334622	0.384650	3.591708
7	[ 0  1  3  4  6  8 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']	4.453851	3.329056	0.355745	3.537112
7	[ 0  1  3  4  6  8 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']	4.493600	3.376748	0.390251	3.576861
7	[ 0  1  3  4  6  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv']	4.499192	3.427520	0.380873	3.582453
7	[ 0  1  3  4  6  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'NTES.csv', 'TSLA.csv']	4.539597	3.381075	0.415469	3.622858
7	[ 0  1  3  4  6 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']	4.490696	3.349370	0.376427	3.573957
7	[0 1 3 4 7 8 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	4.463455	3.294455	0.372027	3.546716
7	[ 0  1  3  4  7  8 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.406318	3.219109	0.332741	3.489579
7	[ 0  1  3  4  7  8 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	4.455925	3.283204	0.377386	3.539186
7	[ 0  1  3  4  7  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	4.453974	3.258116	0.362758	3.537235
7	[ 0  1  3  4  7  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	4.499211	3.296853	0.401528	3.582473
7	[ 0  1  3  4  7 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	4.447764	3.310883	0.358893	3.531025
7	[ 0  1  3  4  8  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.489699	3.317487	0.372501	3.572960
7	[ 0  1  3  4  8  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	4.530310	3.378460	0.409533	3.613572
7	[ 0  1  3  4  8 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.481000	3.383058	0.375638	3.564262
7	[ 0  1  3  4  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.532427	3.353345	0.394063	3.615688
7	[0 1 3 5 6 7 8]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']	4.416267	3.257246	0.362567	3.499529
7	[0 1 3 5 6 7 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv']	4.459974	3.376703	0.382418	3.543236
7	[ 0  1  3  5  6  7 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']	4.402226	3.302912	0.345735	3.485488
7	[ 0  1  3  5  6  7 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']	4.451426	3.343981	0.377576	3.534688
7	[0 1 3 5 6 8 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv']	4.508118	3.349740	0.383656	3.591380
7	[ 0  1  3  5  6  8 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']	4.452633	3.243052	0.357932	3.535895
7	[ 0  1  3  5  6  8 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']	4.491532	3.310945	0.388745	3.574794
7	[ 0  1  3  5  6  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv']	4.497102	3.342282	0.379483	3.580364
7	[ 0  1  3  5  6  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'TSLA.csv']	4.537252	3.356510	0.410573	3.620513
7	[ 0  1  3  5  6 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']	4.488668	3.322103	0.370647	3.571929
7	[0 1 3 5 7 8 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	4.458917	3.264824	0.377548	3.542179
7	[ 0  1  3  5  7  8 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.401424	3.259128	0.347446	3.484685
7	[ 0  1  3  5  7  8 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	4.450669	3.161777	0.382595	3.533931
7	[ 0  1  3  5  7  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	4.451400	3.319098	0.364654	3.534662
7	[ 0  1  3  5  7  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	4.493864	3.321520	0.399027	3.577125
7	[ 0  1  3  5  7 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	4.441984	3.303707	0.359123	3.525246
7	[ 0  1  3  5  8  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.487665	3.331437	0.378721	3.570927
7	[ 0  1  3  5  8  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	4.526617	3.380160	0.411749	3.609878
7	[ 0  1  3  5  8 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.477226	3.375184	0.383470	3.560487
7	[ 0  1  3  5  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.527163	3.433482	0.394078	3.610424
7	[0 1 3 6 7 8 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	4.519810	3.337442	0.399816	3.603071
7	[ 0  1  3  6  7  8 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.461034	3.305934	0.367166	3.544295
7	[ 0  1  3  6  7  8 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	4.510082	3.335016	0.388814	3.593343
7	[ 0  1  3  6  7  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	4.497627	3.416641	0.388200	3.580888
7	[ 0  1  3  6  7  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	4.547149	3.323444	0.405435	3.630410
7	[ 0  1  3  6  7 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	4.492546	3.371350	0.380536	3.575807
7	[ 0  1  3  6  8  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.534907	3.349062	0.406590	3.618169
7	[ 0  1  3  6  8  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	4.580540	3.362561	0.427773	3.663801
7	[ 0  1  3  6  8 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.525188	3.380552	0.403154	3.608449
7	[ 0  1  3  6  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.563522	3.395072	0.426925	3.646784
7	[ 0  1  3  7  8  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.497676	3.284554	0.379437	3.580937
7	[ 0  1  3  7  8  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	4.544620	3.432487	0.413227	3.627881
7	[ 0  1  3  7  8 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.493285	3.393629	0.368942	3.576546
7	[ 0  1  3  7  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.531992	3.412554	0.393900	3.615254
7	[ 0  1  3  8  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.557607	3.365444	0.421641	3.640868
7	[0 1 4 5 6 7 8]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']	4.000512	3.341439	0.402943	3.083773
7	[0 1 4 5 6 7 9]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv']	4.043745	3.278270	0.422708	3.127006
7	[ 0  1  4  5  6  7 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']	3.995130	3.312600	0.384365	3.078391
7	[ 0  1  4  5  6  7 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']	4.037373	3.370219	0.422581	3.120634
7	[0 1 4 5 6 8 9]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv']	4.073216	3.380265	0.426109	3.156477
7	[ 0  1  4  5  6  8 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']	4.030253	3.332851	0.401980	3.113514
7	[ 0  1  4  5  6  8 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']	4.056352	3.412280	0.440165	3.139613
7	[ 0  1  4  5  6  9 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv']	4.077092	3.439827	0.422667	3.160353
7	[ 0  1  4  5  6  9 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'TSLA.csv']	4.104160	3.501655	0.456133	3.187421
7	[ 0  1  4  5  6 10 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']	4.070586	3.379408	0.418582	3.153847
7	[0 1 4 5 7 8 9]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	4.036794	3.300447	0.417102	3.120055
7	[ 0  1  4  5  7  8 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	3.990202	3.274294	0.385428	3.073463
7	[ 0  1  4  5  7  8 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	4.027627	3.344663	0.419114	3.110888
7	[ 0  1  4  5  7  9 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	4.037497	3.399459	0.401938	3.120758
7	[ 0  1  4  5  7  9 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	4.072322	3.323628	0.436417	3.155584
7	[ 0  1  4  5  7 10 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	4.028482	3.298028	0.391578	3.111743
7	[ 0  1  4  5  8  9 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.064468	3.429876	0.419028	3.147729
7	[ 0  1  4  5  8  9 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	4.087932	3.435766	0.451519	3.171193
7	[ 0  1  4  5  8 10 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.049916	3.310727	0.415630	3.133177
7	[ 0  1  4  5  9 10 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.102376	3.362479	0.430092	3.185637
7	[0 1 4 6 7 8 9]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	4.446561	3.335232	0.394861	3.529823
7	[ 0  1  4  6  7  8 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.391404	3.308997	0.364177	3.474665
7	[ 0  1  4  6  7  8 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	4.436088	3.356042	0.392593	3.519350
7	[ 0  1  4  6  7  9 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	4.437774	3.285241	0.389464	3.521036
7	[ 0  1  4  6  7  9 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	4.480427	3.376298	0.415237	3.563688
7	[ 0  1  4  6  7 10 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	4.433019	3.223030	0.380725	3.516280
7	[ 0  1  4  6  8  9 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.470267	3.366463	0.402892	3.553528
7	[ 0  1  4  6  8  9 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	4.497722	3.344849	0.435834	3.580983
7	[ 0  1  4  6  8 10 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.454664	3.315049	0.399424	3.537925
7	[ 0  1  4  6  9 10 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.507536	3.296050	0.421169	3.590798
7	[ 0  1  4  7  8  9 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.429636	3.356909	0.380772	3.512897
7	[ 0  1  4  7  8  9 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	4.469714	3.307191	0.407569	3.552975
7	[ 0  1  4  7  8 10 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.421960	3.359432	0.369543	3.505221
7	[ 0  1  4  7  9 10 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.468536	3.352295	0.392899	3.551797
7	[ 0  1  4  8  9 10 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.487486	3.309382	0.416992	3.570747
7	[0 1 5 6 7 8 9]	['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	4.443544	3.316374	0.386885	3.526805
7	[ 0  1  5  6  7  8 10]	['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.388323	3.304209	0.360806	3.471584
7	[ 0  1  5  6  7  8 11]	['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	4.432601	3.334121	0.384602	3.515862
7	[ 0  1  5  6  7  9 10]	['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	4.438564	3.300071	0.377775	3.521825
7	[ 0  1  5  6  7  9 11]	['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	4.477421	3.390093	0.404315	3.560682
